timestamp,open,high,low,close,volume
2024-02-26 08:00:00,95.5500,95.5500,95.5500,95.5500,100
2024-02-26 08:04:00,95.3500,95.3500,95.3500,95.3500,270
2024-02-26 08:07:00,95.5500,95.5800,95.5500,95.5800,1735
2024-02-26 09:28:00,95.3800,95.3800,95.3200,95.3800,1143
2024-02-26 09:30:00,95.3600,95.3600,95.1600,95.1937,93514
2024-02-26 09:31:00,95.1700,95.2300,95.1000,95.1700,13392
2024-02-26 09:32:00,95.1850,95.2000,94.8800,94.8900,19741
2024-02-26 09:33:00,94.8800,95.0600,94.7800,95.0200,26841
2024-02-26 09:34:00,95.0100,95.0800,94.9300,94.9600,13477
2024-02-26 09:35:00,94.9600,95.0209,94.9200,94.9750,40704
2024-02-26 09:36:00,94.9600,95.2200,94.9400,95.0800,24775
2024-02-26 09:37:00,95.0950,95.0950,94.8500,94.8600,18075
2024-02-26 09:38:00,94.8300,94.9900,94.8300,94.9750,11130
2024-02-26 09:39:00,94.9900,95.0400,94.9790,94.9850,6824
2024-02-26 09:40:00,94.9850,95.0900,94.9701,95.0900,5436
2024-02-26 09:41:00,95.0900,95.1700,95.0900,95.1650,13801
2024-02-26 09:42:00,95.1700,95.2800,95.1700,95.2800,10174
2024-02-26 09:43:00,95.2550,95.3450,95.2550,95.3300,8855
2024-02-26 09:44:00,95.3300,95.3300,95.1600,95.2300,13495
2024-02-26 09:45:00,95.2200,95.2600,95.1600,95.2000,15985
2024-02-26 09:46:00,95.1600,95.3500,95.1300,95.2700,12619
2024-02-26 09:47:00,95.2500,95.2600,95.1539,95.1600,11630
2024-02-26 09:48:00,95.1900,95.2200,95.1200,95.1500,10711
2024-02-26 09:49:00,95.1400,95.1600,95.0900,95.1000,5338
2024-02-26 09:50:00,95.1000,95.2500,95.0900,95.2500,11279
2024-02-26 09:51:00,95.2400,95.2700,95.1850,95.2000,11283
2024-02-26 09:52:00,95.1800,95.1800,95.0600,95.0600,8312
2024-02-26 09:53:00,95.0508,95.0600,94.9200,94.9500,29124
2024-02-26 09:54:00,94.9600,95.0299,94.9500,94.9600,11769
2024-02-26 09:55:00,94.9587,95.0300,94.9300,95.0100,17116
2024-02-26 09:56:00,95.0176,95.0300,94.9400,94.9400,18490
2024-02-26 09:57:00,94.9300,94.9600,94.9000,94.9500,11963
2024-02-26 09:58:00,94.9400,95.0000,94.9300,94.9550,20258
2024-02-26 09:59:00,94.9600,94.9600,94.8600,94.9100,17424
2024-02-26 10:00:00,94.9100,94.9450,94.8400,94.9200,22334
2024-02-26 10:01:00,94.9100,94.9200,94.8100,94.8150,10843
2024-02-26 10:02:00,94.8200,94.8300,94.7400,94.7700,11829
2024-02-26 10:03:00,94.7550,94.8400,94.7501,94.8000,23728
2024-02-26 10:04:00,94.8050,94.9000,94.8050,94.8800,35049
2024-02-26 10:05:00,94.9050,94.9550,94.9050,94.9299,14245
2024-02-26 10:06:00,94.9200,94.9400,94.7600,94.7600,20431
2024-02-26 10:07:00,94.7600,94.7640,94.7100,94.7300,16305
2024-02-26 10:08:00,94.7200,94.8000,94.7100,94.7300,9740
2024-02-26 10:09:00,94.7200,94.7200,94.6300,94.6420,16711
2024-02-26 10:10:00,94.6400,94.7600,94.6400,94.7400,46806
2024-02-26 10:11:00,94.7500,94.8850,94.7399,94.8800,18713
2024-02-26 10:12:00,94.8850,94.9550,94.8426,94.8700,11646
