timestamp,open,high,low,close,volume
2024-02-26 06:09:00,242.5000,242.5000,242.5000,242.5000,100
2024-02-26 08:43:00,242.7400,242.7400,242.7400,242.7400,100
2024-02-26 09:26:00,242.2100,242.2100,242.2000,242.2000,300
2024-02-26 09:28:00,241.8600,241.8600,241.8600,241.8600,200
2024-02-26 09:30:00,241.6200,241.8450,241.6200,241.8450,23748
2024-02-26 09:31:00,241.7000,241.7000,240.8700,240.9250,2725
2024-02-26 09:32:00,240.8500,240.9400,240.6200,240.8000,2155
2024-02-26 09:33:00,240.6500,241.0700,240.5150,241.0700,2855
2024-02-26 09:34:00,241.1300,241.6800,241.0400,241.2600,2795
2024-02-26 09:35:00,241.3100,241.4700,241.2550,241.4600,2970
2024-02-26 09:36:00,241.3050,241.5700,241.2000,241.4900,2025
2024-02-26 09:37:00,241.4000,241.4100,241.0200,241.0200,1519
2024-02-26 09:38:00,240.7600,241.0500,240.6600,240.8400,2439
2024-02-26 09:39:00,240.9450,241.1300,240.9450,241.1300,1500
2024-02-26 09:40:00,241.3600,241.6300,241.3600,241.6050,1100
2024-02-26 09:41:00,241.4900,241.5501,241.3654,241.4500,1740
2024-02-26 09:42:00,241.4500,241.6600,241.4500,241.6350,1300
2024-02-26 09:43:00,241.6100,241.7800,241.6100,241.7800,2200
2024-02-26 09:44:00,241.8000,241.9330,241.7300,241.7300,778
2024-02-26 09:45:00,241.8000,242.0200,241.7550,241.9600,1988
2024-02-26 09:46:00,241.9400,242.2600,241.9400,242.2300,1981
2024-02-26 09:47:00,242.2300,242.3430,242.0700,242.1300,3077
2024-02-26 09:48:00,242.1800,242.3000,242.0700,242.3000,2343
2024-02-26 09:49:00,242.3600,242.4550,242.3600,242.4500,550
2024-02-26 09:50:00,242.4800,242.6500,242.4800,242.6500,851
2024-02-26 09:51:00,242.5904,242.9800,242.5904,242.9800,1881
2024-02-26 09:52:00,242.8700,243.1330,242.8700,243.1330,1600
2024-02-26 09:53:00,243.0700,243.1050,242.9600,243.0700,4808
2024-02-26 09:54:00,243.1400,243.6200,243.1100,243.6200,4616
2024-02-26 09:55:00,243.5450,243.7600,243.5400,243.6700,4400
2024-02-26 09:56:00,243.7200,243.7200,243.3500,243.3500,7335
2024-02-26 09:57:00,243.4700,243.8900,243.4400,243.8000,8485
2024-02-26 09:58:00,243.8300,243.8300,243.7500,243.7500,901
2024-02-26 09:59:00,243.6050,243.8700,243.5860,243.8400,3427
2024-02-26 10:00:00,243.7800,243.7900,243.2650,243.2650,2202
2024-02-26 10:01:00,243.2500,243.4400,243.1850,243.4000,4095
2024-02-26 10:02:00,243.5200,243.5500,243.3200,243.3300,1273
2024-02-26 10:03:00,243.5500,243.8300,243.5300,243.5300,4835
2024-02-26 10:04:00,243.4400,243.7000,243.4400,243.5974,1779
2024-02-26 10:05:00,243.6700,243.6700,243.4300,243.5950,1900
2024-02-26 10:06:00,243.7300,243.7300,243.4100,243.4550,3171
2024-02-26 10:07:00,243.4900,243.6100,243.3809,243.6100,1713
2024-02-26 10:08:00,243.4000,243.4000,243.3800,243.3800,500
2024-02-26 10:09:00,243.1100,243.1300,242.7300,242.8500,1621
2024-02-26 10:10:00,243.0100,243.3800,243.0100,243.3800,2060
2024-02-26 10:11:00,243.3300,243.4400,243.2600,243.2600,731
2024-02-26 10:12:00,243.2500,243.2500,243.2100,243.2100,300
2024-02-26 10:13:00,243.1000,243.2700,243.0800,243.1200,1129
2024-02-26 10:14:00,243.1900,243.1900,242.8400,243.0950,3062
2024-02-26 10:15:00,242.9700,243.0200,242.9700,243.0200,796
2024-02-26 10:16:00,242.9600,242.9600,242.8800,242.8900,847
2024-02-26 10:17:00,242.8200,242.8200,242.4800,242.4800,950
2024-02-26 10:18:00,242.3850,242.4900,242.3350,242.4800,2111
2024-02-26 10:19:00,242.6300,242.7350,242.5000,242.7350,2311
2024-02-26 10:20:00,242.5900,242.6200,242.5900,242.6200,600
2024-02-26 10:21:00,242.7100,242.8400,242.7100,242.8400,850
2024-02-26 10:22:00,243.0099,243.0200,243.0099,243.0200,652
2024-02-26 10:23:00,242.9816,243.2200,242.9816,243.1330,987
2024-02-26 10:24:00,243.1400,243.1500,243.0200,243.1500,1100
2024-02-26 10:25:00,243.1098,243.1098,242.9900,243.0500,716
2024-02-26 10:26:00,243.0050,243.0050,242.9700,242.9700,400
2024-02-26 10:27:00,242.9700,243.2000,242.9566,243.2000,1375
2024-02-26 10:28:00,243.1300,243.1950,243.1300,243.1950,399
2024-02-26 10:29:00,243.1768,243.1768,243.0100,243.0100,1708
2024-02-26 10:30:00,243.0600,243.0600,242.9700,242.9700,2900
2024-02-26 10:31:00,243.0700,243.1000,243.0600,243.0850,756
2024-02-26 10:32:00,243.0800,243.0800,243.0800,243.0800,300
2024-02-26 10:33:00,243.0550,243.0600,243.0000,243.0600,1450
2024-02-26 10:34:00,242.9700,243.1700,242.9700,243.1700,1582
2024-02-26 10:35:00,243.2000,243.2300,242.9800,243.0000,1200
2024-02-26 10:36:00,242.9832,242.9872,242.9364,242.9850,435
2024-02-26 10:37:00,242.9600,242.9600,242.9600,242.9600,100
2024-02-26 10:38:00,242.9476,242.9476,242.9476,242.9476,103
2024-02-26 10:39:00,242.8900,242.8900,242.6650,242.7500,3986
2024-02-26 10:40:00,242.7950,242.8899,242.7950,242.8899,250
2024-02-26 10:41:00,242.8100,242.8600,242.7100,242.7700,1300
2024-02-26 10:42:00,242.7639,242.8100,242.7639,242.8100,602
2024-02-26 10:43:00,242.7000,242.7000,242.5240,242.5240,928
2024-02-26 10:44:00,242.4800,242.4800,242.1900,242.2000,925
2024-02-26 10:45:00,242.1600,242.2300,242.1600,242.2100,726
2024-02-26 10:46:00,242.3100,242.4500,242.3000,242.3950,3612
2024-02-26 10:48:00,242.4050,242.4050,242.4050,242.4050,100
2024-02-26 10:49:00,242.4150,242.4150,242.2500,242.3000,1317
2024-02-26 10:50:00,242.1500,242.1500,242.1500,242.1500,343
2024-02-26 10:51:00,242.3500,242.3600,242.3500,242.3600,427
2024-02-26 10:52:00,242.2600,242.2600,242.2600,242.2600,200
2024-02-26 10:53:00,242.2500,242.3300,242.2500,242.3300,400
2024-02-26 10:54:00,242.3400,242.3500,242.2600,242.2600,621
2024-02-26 10:55:00,242.2500,242.2500,242.1500,242.1500,200
2024-02-26 10:56:00,242.1500,242.2050,242.0700,242.0700,1401
2024-02-26 10:57:00,242.1000,242.1400,242.1000,242.1400,576
2024-02-26 10:58:00,242.1400,242.1400,242.0900,242.0900,300
2024-02-26 10:59:00,242.1050,242.1800,242.1050,242.1050,600
2024-02-26 11:00:00,242.1700,242.2400,242.1600,242.2400,2327
2024-02-26 11:01:00,242.2450,242.3499,242.2450,242.3499,200
2024-02-26 11:02:00,242.2150,242.2150,242.0900,242.1100,2874
2024-02-26 11:03:00,242.1800,242.1900,242.0950,242.1100,2300
2024-02-26 11:04:00,242.1400,242.1560,242.1400,242.1400,482
2024-02-26 11:05:00,242.2100,242.2300,242.1001,242.2000,952
2024-02-26 11:06:00,242.2500,242.2500,242.2000,242.2400,650
2024-02-26 11:07:00,242.1800,242.1906,242.1100,242.1400,609
2024-02-26 11:08:00,242.1750,242.1750,242.1200,242.1300,800
2024-02-26 11:09:00,242.2100,242.2900,242.1750,242.2600,926
2024-02-26 11:10:00,242.2500,242.3100,242.2500,242.3100,522
2024-02-26 11:11:00,242.2400,242.3800,242.2400,242.3800,900
2024-02-26 11:12:00,242.4000,242.4299,242.3400,242.4299,1380
2024-02-26 11:13:00,242.4100,242.4100,242.4100,242.4100,200
2024-02-26 11:14:00,242.3700,242.3700,242.3700,242.3700,400
2024-02-26 11:15:00,242.4100,242.4100,242.4100,242.4100,170
2024-02-26 11:16:00,242.3850,242.4800,242.3850,242.4800,812
2024-02-26 11:17:00,242.5400,242.6350,242.5400,242.5800,2037
2024-02-26 11:18:00,242.5550,242.6050,242.5550,242.5600,1259
2024-02-26 11:19:00,242.5550,242.6900,242.5550,242.6400,806
2024-02-26 11:20:00,242.6800,242.6800,242.6300,242.6550,400
2024-02-26 11:21:00,242.6000,242.6600,242.6000,242.6600,202
2024-02-26 11:22:00,242.6500,242.6500,242.5900,242.6300,700
2024-02-26 11:23:00,242.6000,242.6000,242.5450,242.5575,800
2024-02-26 11:24:00,242.5500,242.6500,242.5500,242.6300,1284
2024-02-26 11:25:00,242.6300,242.8800,242.6300,242.8800,1117
2024-02-26 11:26:00,242.8600,242.9400,242.8600,242.8800,1500
2024-02-26 11:27:00,242.9200,242.9200,242.9000,242.9000,700
2024-02-26 11:28:00,242.9250,242.9250,242.8200,242.9250,2175
2024-02-26 11:29:00,242.8200,242.9700,242.8000,242.9700,2048
2024-02-26 11:30:00,242.9100,243.0500,242.9100,242.9700,2138
2024-02-26 11:31:00,243.0300,243.0300,242.9900,242.9900,700
2024-02-26 11:32:00,242.9900,243.0200,242.9900,242.9900,525
2024-02-26 11:33:00,243.0500,243.2450,243.0250,243.0250,4581
2024-02-26 11:34:00,243.0250,243.0250,243.0250,243.0250,1300
2024-02-26 11:35:00,243.0250,243.0600,242.9472,242.9472,2563
2024-02-26 11:36:00,242.9732,243.2150,242.9650,243.2150,4575
2024-02-26 11:37:00,243.1300,243.1300,243.1200,243.1300,665
2024-02-26 11:38:00,243.0750,243.0750,243.0750,243.0750,101
2024-02-26 11:39:00,242.9700,243.0300,242.7900,242.7900,2637
2024-02-26 11:40:00,242.7600,242.7600,242.7600,242.7600,300
2024-02-26 11:41:00,242.7850,242.8300,242.7650,242.7850,4800
