timestamp,open,high,low,close,volume
2024-02-26 04:00:00,191.1300,191.8600,191.1300,191.4500,3002
2024-02-26 04:01:00,191.3200,191.3300,191.1800,191.1900,1520
2024-02-26 04:02:00,191.3300,191.3300,191.3100,191.3200,410
2024-02-26 04:03:00,191.2500,191.3300,191.2500,191.2500,775
2024-02-26 04:04:00,191.3100,191.3300,191.2500,191.2500,1301
2024-02-26 04:05:00,191.2200,191.2200,191.0100,191.0100,10087
2024-02-26 04:06:00,191.0000,191.1300,191.0000,191.1300,1375
2024-02-26 04:07:00,191.1000,191.1400,191.1000,191.1400,1005
2024-02-26 04:08:00,191.1800,191.1800,191.0000,191.0000,1593
2024-02-26 04:09:00,190.9700,191.0100,190.8500,190.9000,1016
2024-02-26 04:10:00,190.8600,190.9500,190.8600,190.9000,1206
2024-02-26 04:11:00,190.8300,190.8300,190.5300,190.7800,2393
2024-02-26 04:12:00,190.6900,190.8000,190.5800,190.5800,2118
2024-02-26 04:13:00,190.5300,190.6400,190.4500,190.4500,1963
2024-02-26 04:14:00,190.3400,190.4000,190.3200,190.3200,350
2024-02-26 04:15:00,190.2600,190.5000,190.2400,190.5000,1893
2024-02-26 04:16:00,190.5200,190.5800,190.5000,190.5800,300
2024-02-26 04:17:00,190.5800,190.6000,190.5800,190.6000,696
2024-02-26 04:18:00,190.6200,190.6300,190.6200,190.6300,395
2024-02-26 04:19:00,190.6900,190.6900,190.6300,190.6600,913
2024-02-26 04:20:00,190.6500,190.8000,190.6500,190.8000,600
2024-02-26 04:21:00,190.7900,190.7900,190.7900,190.7900,326
2024-02-26 04:22:00,190.7800,190.7800,190.7000,190.7000,1088
2024-02-26 04:23:00,190.7000,190.7200,190.7000,190.7200,205
2024-02-26 04:25:00,190.6500,190.6600,190.6500,190.6500,500
2024-02-26 04:26:00,190.6200,190.6200,190.6000,190.6000,563
2024-02-26 04:27:00,190.5800,190.5800,190.5800,190.5800,206
2024-02-26 04:28:00,190.6000,190.6200,190.6000,190.6200,661
2024-02-26 04:30:00,190.6100,190.6100,190.5500,190.5500,1158
2024-02-26 04:32:00,190.3500,190.3500,190.1600,190.1600,3800
2024-02-26 04:33:00,190.3000,190.3000,190.1000,190.1000,1457
2024-02-26 04:34:00,190.1000,190.2000,190.0800,190.0800,963
2024-02-26 04:35:00,190.0800,190.2000,190.0800,190.2000,2434
2024-02-26 04:36:00,190.2900,190.3500,190.2900,190.3500,599
2024-02-26 04:37:00,190.3800,190.3800,190.3800,190.3800,100
2024-02-26 04:39:00,190.2800,190.2800,190.2400,190.2400,451
2024-02-26 04:40:00,190.2200,190.2200,190.2200,190.2200,219
2024-02-26 04:42:00,190.1700,190.2000,190.1300,190.1300,507
2024-02-26 04:43:00,190.1300,190.1300,190.1300,190.1300,604
2024-02-26 04:44:00,190.1700,190.2000,190.1700,190.2000,375
2024-02-26 04:45:00,190.2800,190.4800,190.2800,190.4800,1833
2024-02-26 04:46:00,190.5000,190.5600,190.5000,190.5600,866
2024-02-26 04:47:00,190.4100,190.5000,190.3900,190.5000,1501
2024-02-26 04:49:00,190.5000,190.6800,190.5000,190.6800,945
2024-02-26 04:51:00,190.5900,190.5900,190.5900,190.5900,260
2024-02-26 04:52:00,190.5000,190.5000,190.5000,190.5000,121
2024-02-26 04:56:00,190.5700,190.5700,190.5700,190.5700,124
2024-02-26 04:57:00,190.5700,190.5900,190.5700,190.5900,227
2024-02-26 04:58:00,190.6900,190.8000,190.6500,190.8000,2291
2024-02-26 04:59:00,190.7900,190.8100,190.7900,190.8100,429
